STUDY_ID,ABUNDANCE,BIOMAS,YEAR,LATITUDE,LONGITUDE,PLOT,DEPTH,SAMPLE_DESC,GENUS_SPECIES
45,1,117.8,2013,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_27_7_2013,"Abudefduf septemfasciatus"
45,2,194.9,2013,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_1_Swath_5_m_29_7_2013,"Abudefduf septemfasciatus"
45,2,60.3,2013,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_2_Swath_5_m_29_7_2013,"Abudefduf septemfasciatus"
45,2,281.8,2014,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_12_8_2014,"Abudefduf septemfasciatus"
45,1,30.1,2014,-17.500000,-149.000000,2,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_2_Swath_5_m_12_8_2014,"Abudefduf septemfasciatus"
45,1,64.1,2014,-17.500000,-149.000000,2,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_2_Swath_5_m_12_8_2014,"Abudefduf septemfasciatus"
45,1,30.1,2014,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_12_8_2014,"Abudefduf septemfasciatus"
45,1,50.8,2014,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_12_8_2014,"Abudefduf septemfasciatus"
45,2,159.2,2014,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_1_Swath_5_m_13_8_2014,"Abudefduf septemfasciatus"
45,1,11.11,2014,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_2_Swath_5_m_13_8_2014,"Abudefduf septemfasciatus"
45,1,30.1,2014,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_2_Swath_5_m_13_8_2014,"Abudefduf septemfasciatus"
45,1,140.9,2014,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_15_8_2014,"Abudefduf septemfasciatus"
45,1,140.9,2014,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Backreef_Fish_Transect_1_Swath_5_m_14_8_2014,"Abudefduf septemfasciatus"
45,2,101.7,2015,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_27_7_2015,"Abudefduf septemfasciatus"
45,1,97.4,2015,-17.500000,-149.000000,2,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_2_Swath_5_m_27_7_2015,"Abudefduf septemfasciatus"
45,2,79.1,2015,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_27_7_2015,"Abudefduf septemfasciatus"
45,2,235.6,2015,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_1_Swath_5_m_3_8_2015,"Abudefduf septemfasciatus"
45,1,64.1,2015,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Backreef_Fish_Transect_2_Swath_5_m_3_8_2015,"Abudefduf septemfasciatus"
45,2,159.2,2015,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_2_Swath_5_m_4_8_2015,"Abudefduf septemfasciatus"
45,1,30.1,2015,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Backreef_Fish_Transect_4_Swath_5_m_4_8_2015,"Abudefduf septemfasciatus"
45,5,24.19,2006,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,5,30.56,2006,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,5,215,2006,-17.500000,-149.000000,2,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_2_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,1,9.31,2006,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,1,18.8,2006,-17.500000,-149.000000,4,0,-17.5_-149_LTER_2_Fringing_Reef_Fish_Transect_4_Swath_5_m_11_7_2006,"Abudefduf sexfasciatus"
45,4,75.2,2006,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_1_Swath_5_m_16_7_2006,"Abudefduf sexfasciatus"
45,1,25.4,2006,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_1_Swath_5_m_16_7_2006,"Abudefduf sexfasciatus"
45,7,233.9,2006,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,2,284.5,2006,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,39,733.6,2006,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,1,33.4,2006,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Backreef_Fish_Transect_1_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,1,18.8,2006,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_1_Swath_5_m_12_7_2006,"Abudefduf sexfasciatus"
45,4,133.7,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_16_7_2007,"Abudefduf sexfasciatus"
45,7,380.3,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_16_7_2007,"Abudefduf sexfasciatus"
45,4,270.1,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_16_7_2007,"Abudefduf sexfasciatus"
45,2,239.9,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_16_7_2007,"Abudefduf sexfasciatus"
45,17,229.41,2007,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_16_7_2007,"Abudefduf sexfasciatus"
45,3,40.48,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,20,376.2,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,26,660.4,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,15,91.67,2007,-17.500000,-149.000000,4,0,-17.5_-149_LTER_4_Fringing_Reef_Fish_Transect_4_Swath_5_m_11_7_2007,"Abudefduf sexfasciatus"
45,2,37.6,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,1,9.31,2007,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,26,489.1,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_13_7_2007,"Abudefduf sexfasciatus"
45,2,50.8,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_2_Swath_5_m_13_7_2007,"Abudefduf sexfasciatus"
45,3,40.48,2007,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_13_7_2007,"Abudefduf sexfasciatus"
45,10,188.1,2007,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_13_7_2007,"Abudefduf sexfasciatus"
45,8,267.3,2007,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_1_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,1,13.49,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,2,50.8,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,6,258,2007,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,1,9.31,2007,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_12_7_2007,"Abudefduf sexfasciatus"
45,6,152.4,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_21_7_2008,"Abudefduf sexfasciatus"
45,2,284.5,2008,-17.500000,-149.000000,2,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_2_Swath_5_m_21_7_2008,"Abudefduf sexfasciatus"
45,6,112.9,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_21_7_2008,"Abudefduf sexfasciatus"
45,3,14.51,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,6,36.67,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,3,27.93,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,1,13.49,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,6,22.56,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,1,4.84,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,1,6.11,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,5,127,2008,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_2_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,22,204.81,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,28,526.7,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,1,25.4,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Backreef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,1,3.76,2008,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_1_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,2,86,2008,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,3,11.28,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,7,65.17,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,7,94.46,2008,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_25_7_2008,"Abudefduf sexfasciatus"
45,4,15.04,2009,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_3_8_2009,"Abudefduf sexfasciatus"
45,3,40.48,2009,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_3_8_2009,"Abudefduf sexfasciatus"
45,17,158.26,2009,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_2_Swath_5_m_1_8_2009,"Abudefduf sexfasciatus"
45,2,9.68,2009,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,4,53.98,2009,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,3,56.4,2009,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,1,2.12,2009,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,4,15.04,2009,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,1,6.11,2009,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,1,2.12,2009,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,68,633.04,2009,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,1,9.31,2009,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_1_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,3,129,2009,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_2_8_2009,"Abudefduf sexfasciatus"
45,2,12.22,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_3_8_2010,"Abudefduf sexfasciatus"
45,1,7.6,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_3_8_2010,"Abudefduf sexfasciatus"
45,8,74.48,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_3_8_2010,"Abudefduf sexfasciatus"
45,4,24.45,2010,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_3_8_2010,"Abudefduf sexfasciatus"
45,2,50.8,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_2_Fringing_Reef_Fish_Transect_1_Swath_5_m_3_8_2010,"Abudefduf sexfasciatus"
45,6,112.9,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_1_Swath_5_m_1_8_2010,"Abudefduf sexfasciatus"
45,10,254,2010,-17.500000,-149.000000,2,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_2_Swath_5_m_1_8_2010,"Abudefduf sexfasciatus"
45,3,56.4,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,2,18.62,2010,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,3,56.4,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,4,75.2,2010,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_2_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,96,893.7,2010,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,1,18.8,2010,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_1_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,2,15.19,2010,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,5,215,2010,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,2,18.62,2010,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,2,26.99,2010,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,1,18.8,2010,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_2_8_2010,"Abudefduf sexfasciatus"
45,6,36.67,2011,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_29_7_2011,"Abudefduf sexfasciatus"
45,2,12.22,2011,-17.500000,-149.000000,4,0,-17.5_-149_LTER_2_Fringing_Reef_Fish_Transect_4_Swath_5_m_4_8_2011,"Abudefduf sexfasciatus"
45,3,33.81,2011,-17.500000,-149.000000,1,0,-17.5_-149_LTER_3_Fringing_Reef_Fish_Transect_1_Swath_5_m_31_7_2011,"Abudefduf sexfasciatus"
45,7,233.9,2011,-17.500000,-149.000000,1,0,-17.5_-149_LTER_4_Fringing_Reef_Fish_Transect_1_Swath_5_m_31_7_2011,"Abudefduf sexfasciatus"
45,3,100.2,2011,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,1,6.11,2011,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_2_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,1,18.8,2011,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_4_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,5,215,2011,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_1_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,1,25.4,2011,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_2_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,35,889,2011,-17.500000,-149.000000,4,0,-17.5_-149_LTER_5_Fringing_Reef_Fish_Transect_4_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,7,233.9,2011,-17.500000,-149.000000,1,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_1_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,1,9.31,2011,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,2,26.99,2011,-17.500000,-149.000000,2,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_2_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,1,6.11,2011,-17.500000,-149.000000,4,0,-17.5_-149_LTER_6_Fringing_Reef_Fish_Transect_4_Swath_5_m_1_8_2011,"Abudefduf sexfasciatus"
45,5,215,2012,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_1_Swath_5_m_1_8_2012,"Abudefduf sexfasciatus"
45,1,13.49,2012,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Backreef_Fish_Transect_4_Swath_5_m_1_8_2012,"Abudefduf sexfasciatus"
45,30,1290.2,2012,-17.500000,-149.000000,1,0,-17.5_-149_LTER_1_Fringing_Reef_Fish_Transect_1_Swath_5_m_1_8_2012,"Abudefduf sexfasciatus"
45,13,79.45,2012,-17.500000,-149.000000,2,0,-17.5_-149_LTER_1_Fringing_Reef_Fish_Transect_2_Swath_5_m_1_8_2012,"Abudefduf sexfasciatus"
45,7,20,2012,-17.500000,-149.000000,4,0,-17.5_-149_LTER_1_Fringing_Reef_Fish_Transect_4_Swath_5_m_1_8_2012,"Abudefduf sexfasciatus"
45,2,108.6,2012,-17.500000,-149.000000,1,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_1_Swath_5_m_31_7_2012,"Abudefduf sexfasciatus"
45,1,9.31,2012,-17.500000,-149.000000,2,0,-17.5_-149_LTER_5_Backreef_Fish_Transect_2_Swath_5_m_31_7_2012,"Abudefduf sexfasciatus"
